chip,chipinstance,sd_freq,mean,label
Chip4,C4I22,14.992581498861362,182.35,1
Chip4,C4I23,14.634206503941371,175.6,1
Chip4,C4I24,20.4772434668341,178.25,1
Chip4,C4I25,19.115896526189918,231.25,0
Chip5,C5I1,17.848179178840624,223.75,0
Chip5,C5I2,16.748656662550584,209.75,1
Chip5,C5I3,16.16663230236898,203.2,1
Chip5,C5I4,15.793590472087086,198.65000000000003,1
Chip5,C5I5,15.549839227464702,194.95000000000002,1
Chip5,C5I6,15.211097922240855,190.75000000000003,1
Chip5,C5I7,14.80464454149441,185.65,1
Chip5,C5I8,14.429137188342207,181.4,1
Chip5,C5I9,15.878838118703776,199.95,1
Chip5,C5I10,17.413141589041306,216.85,1
Chip5,C5I11,17.08537386187379,213.5,1
Chip5,C5I12,16.965553336098413,211.29999999999998,1
Chip5,C5I13,16.62768775266122,209.2,1
Chip5,C5I14,16.76991353585343,206.7,1
Chip5,C5I15,16.39077484440562,204.35,1
Chip5,C5I16,16.059576582214117,201.9,1
Chip5,C5I17,16.941590834393327,213.25,1
Chip5,C5I18,16.426807358704853,205.60000000000002,1
Chip5,C5I19,15.650878569588356,198.5,1
Chip5,C5I20,15.350570021989409,191.4,1
Chip5,C5I21,14.571804967127445,183.55,1
Chip5,C5I22,14.139925742379278,176.84999999999997,1
Chip5,C5I23,13.611392287345184,170.3,1
Chip5,C5I24,13.737448817011115,169.85,1
Chip5,C5I25,17.90132676647181,223.95000000000002,0
Chip6,C6I1,17.965452958386546,219.04999999999998,0
Chip6,C6I2,17.01381791368416,205.49999999999997,1
Chip6,C6I3,16.40723925588945,199.05,1
Chip6,C6I4,16.092234151913154,194.8,1
Chip6,C6I5,15.712335917997683,191.05,1
Chip6,C6I6,15.53439731692221,187.04999999999998,1
Chip6,C6I7,15.077052099133967,182.25,1
Chip6,C6I8,14.816122974651632,178.15,1
Chip6,C6I9,16.26583843519909,195.95,1
Chip6,C6I10,17.537103523672318,212.29999999999998,1
Chip6,C6I11,17.364331256918597,208.99999999999997,1
Chip6,C6I12,17.160346733093714,206.95000000000002,1
Chip6,C6I13,16.984036622664235,204.85000000000002,1
Chip6,C6I14,16.79761887887685,202.79999999999998,1
Chip6,C6I15,16.60813053898602,200.29999999999998,1
Chip6,C6I16,16.321764610482532,197.79999999999998,1
Chip6,C6I17,17.303684578724848,208.75,1
Chip6,C6I18,16.675431028911962,201.49999999999997,1
Chip6,C6I19,16.17992583419343,194.70000000000002,1
Chip6,C6I20,15.539626765144654,187.8,1
Chip6,C6I21,14.899580531008244,180.24999999999997,1
Chip6,C6I22,14.405467711948825,173.85000000000002,1
Chip6,C6I23,13.94668419374297,167.29999999999998,1
Chip6,C6I24,13.944801898915602,166.85,1
Chip6,C6I25,18.05373922488081,219.15,0
Chip7,C7I1,17.56672991765969,215.9,0
Chip7,C7I2,16.283657451567816,201.75,1
Chip7,C7I3,15.928276742949938,195.1,1
Chip7,C7I4,15.560125320832089,190.65,1
Chip7,C7I5,15.070500987027602,186.8,1
Chip7,C7I6,14.87270990774714,182.65,1
Chip7,C7I7,14.387147041717476,177.70000000000002,1
Chip7,C7I8,14.240786495134323,173.4,1
Chip7,C7I9,15.727364687066935,191.9,1
Chip7,C7I10,16.963490206912017,208.8,1
Chip7,C7I11,16.880091824394796,205.54999999999995,1
Chip7,C7I12,16.496060135680885,203.39999999999998,1
Chip7,C7I13,16.421936548409874,201.2,1
Chip7,C7I14,16.24430669496239,199.04999999999998,1
Chip7,C7I15,15.92827674294994,196.3,1
Chip7,C7I16,15.866631652622432,193.90000000000003,1
Chip7,C7I17,16.74484995453826,205.3,1
Chip7,C7I18,16.010543401146638,197.95000000000002,1
Chip7,C7I19,15.663253174229165,190.85,1
Chip7,C7I20,15.04850490912636,183.95,1
Chip7,C7I21,14.302447343024898,176.4,1
Chip7,C7I22,13.888754443793726,169.65000000000003,1
Chip7,C7I23,13.477295722807304,163.04999999999998,1
Chip7,C7I24,13.482488642680181,162.75,1
Chip7,C7I25,17.593180496999395,216.0,0
Chip8,C8I1,18.281069443552806,233.74999999999997,0
Chip8,C8I2,17.072492495239235,219.3,1
Chip8,C8I3,16.476346682441477,212.29999999999998,1
Chip8,C8I4,16.218507946170625,207.40000000000003,1
Chip8,C8I5,15.782189328480383,203.35,1
Chip8,C8I6,15.447896296907224,199.04999999999998,1
Chip8,C8I7,15.007997867803686,193.79999999999998,1
Chip8,C8I8,14.688430821568383,189.10000000000002,1
Chip8,C8I9,16.2505384526175,208.6,1
Chip8,C8I10,17.706495983113093,226.59999999999997,1
Chip8,C8I11,17.382750070112614,223.2,1
Chip8,C8I12,17.229045243425418,220.8,1
Chip8,C8I13,16.981166037701886,218.59999999999997,1
Chip8,C8I14,16.85348628622577,216.19999999999996,1
Chip8,C8I15,16.654053560620007,213.45000000000002,1
Chip8,C8I16,16.395121225535355,210.8,1
Chip8,C8I17,17.377859476932134,222.70000000000002,1
Chip8,C8I18,16.745073902494422,214.54999999999998,1
Chip8,C8I19,16.189425561149474,206.85,1
Chip8,C8I20,15.498306359083239,199.35,1
Chip8,C8I21,14.863041411501213,191.10000000000002,1
Chip8,C8I22,14.283469466484675,183.95000000000002,1
Chip8,C8I23,13.815932831336436,177.0,1
Chip8,C8I24,13.878040207464457,176.8,1
Chip8,C8I25,18.051038751274127,234.0,0
Chip9,C9I1,17.12593063164744,218.75,0
Chip9,C9I2,16.04797495013,204.75000000000003,1
Chip9,C9I3,15.407060069980906,198.05,1
Chip9,C9I4,15.070418043305898,193.74999999999997,1
Chip9,C9I5,14.690132742763081,190.0,1
Chip9,C9I6,14.394443372357264,185.8,1
Chip9,C9I7,14.09033356595933,180.85,1
Chip9,C9I8,13.826695194441802,176.75,1
Chip9,C9I9,15.280052355931243,195.0,1
Chip9,C9I10,16.548111674750086,211.8,1
Chip9,C9I11,16.2825059496381,208.40000000000003,1
Chip9,C9I12,16.136604351597644,206.3,1
Chip9,C9I13,15.957365070712644,204.14999999999998,1
Chip9,C9I14,15.822057388342387,202.05,1
Chip9,C9I15,15.538259233260334,199.45,1
Chip9,C9I16,15.353175567289002,197.0,1
Chip9,C9I17,16.22582817609012,208.25000000000003,1
Chip9,C9I18,15.701512665982216,200.75,1
Chip9,C9I19,15.1907043944644,193.85,1
Chip9,C9I20,14.460204009625865,186.85,1
Chip9,C9I21,13.922643427165692,179.2,1
Chip9,C9I22,13.60872881646188,172.65,1
Chip9,C9I23,13.095705402917401,166.05,1
Chip9,C9I24,13.263106725047495,165.70000000000002,1
Chip9,C9I25,17.070954864916022,218.85,0
Chip10,C10I1,17.177601695230916,217.9,0
Chip10,C10I2,16.057941960288687,204.04999999999998,1
Chip10,C10I3,15.388226018615661,197.45000000000002,1
Chip10,C10I4,15.210193950111222,193.1,1
Chip10,C10I5,14.843096038225989,189.35000000000002,1
Chip10,C10I6,14.430436583832108,185.05,1
Chip10,C10I7,14.078263387222165,180.25,1
Chip10,C10I8,13.77524954401916,176.15,1
Chip10,C10I9,15.210193950111224,194.29999999999998,1
Chip10,C10I10,16.496060135680885,211.0,1
Chip10,C10I11,16.284271552636298,207.65,1
Chip10,C10I12,16.196836110796454,205.65,1
Chip10,C10I13,15.96738864060119,203.45000000000002,1
Chip10,C10I14,15.792086625902233,201.29999999999998,1
Chip10,C10I15,15.565265818481873,198.95,1
Chip10,C10I16,15.440773944333223,196.45000000000002,1
Chip10,C10I17,16.27014136386036,207.45,1
Chip10,C10I18,15.711699462502454,199.95000000000002,1
Chip10,C10I19,15.210193950111222,193.1,1
Chip10,C10I20,14.605392839632898,186.25,1
Chip10,C10I21,14.022481948642334,178.5,1
Chip10,C10I22,13.531814364674089,172.1,1
Chip10,C10I23,13.120594498726039,165.3,1
Chip10,C10I24,13.032171729991896,164.95,1
Chip10,C10I25,17.115417026762742,218.05,0
Chip11,C11I1,17.167410987099945,215.6,0
Chip11,C11I2,16.078557149197188,201.6,1
Chip11,C11I3,15.574257606704723,195.05,1
Chip11,C11I4,15.253114436075014,190.75,1
Chip11,C11I5,14.93552811252418,186.9,1
Chip11,C11I6,14.611553647713171,182.75,1
Chip11,C11I7,14.23657262124561,177.79999999999998,1
Chip11,C11I8,13.865695078141595,173.54999999999998,1
Chip11,C11I9,15.405112787642942,191.85,1
Chip11,C11I10,16.700598791660134,208.70000000000002,1
Chip11,C11I11,16.373683153157693,205.25,1
Chip11,C11I12,16.287418457201866,203.20000000000002,1
Chip11,C11I13,16.06167799453096,201.15,1
Chip11,C11I14,15.944826747255675,198.95000000000002,1
Chip11,C11I15,15.69004461434065,196.45000000000002,1
Chip11,C11I16,15.567193067473665,193.95000000000002,1
Chip11,C11I17,16.84161512444694,204.79999999999998,1
Chip11,C11I18,15.84226940813721,197.64999999999998,1
Chip11,C11I19,15.315351775261316,190.8,1
Chip11,C11I20,14.617455318898706,183.89999999999998,1
Chip11,C11I21,14.058449416631976,176.20000000000002,1
Chip11,C11I22,13.657232516143228,169.8,1
Chip11,C11I23,13.24688642662871,163.20000000000002,1
Chip11,C11I24,13.201515064567397,163.0,1
Chip11,C11I25,17.163624325881756,215.7,0
Chip12,C12I1,17.98638373881754,216.1,0
Chip12,C12I2,16.835379413603956,202.70000000000002,1
Chip12,C12I3,16.339828640472334,196.3,1
Chip12,C12I4,15.96613603850349,192.15,1
Chip12,C12I5,15.615937371800648,188.45,1
Chip12,C12I6,15.297630535478362,184.35,1
Chip12,C12I7,14.7770091696527,179.60000000000002,1
Chip12,C12I8,14.57806571531354,175.59999999999997,1
Chip12,C12I9,15.963395628750169,193.3,1
Chip12,C12I10,17.351656981395177,209.4,1
Chip12,C12I11,17.094955396256523,206.25,1
Chip12,C12I12,16.92217480113003,204.2,1
Chip12,C12I13,16.74753713236666,202.20000000000002,1
Chip12,C12I14,16.608431593621358,200.0,1
Chip12,C12I15,16.44992401198255,197.6,1
Chip12,C12I16,16.249846153117886,195.15,1
Chip12,C12I17,17.20232542419774,206.0,1
Chip12,C12I18,16.42772047485591,198.70000000000002,1
Chip12,C12I19,15.84550409422181,192.0,1
Chip12,C12I20,15.414846739426247,185.25,1
Chip12,C12I21,14.749830507500759,177.85,1
Chip12,C12I22,14.259032225224825,171.4,1
Chip12,C12I23,13.703922796046394,164.95000000000002,1
Chip12,C12I24,13.794201680416306,164.39999999999998,1
Chip12,C12I25,17.98638373881754,216.1,0
Chip13,C13I1,20.32775196621604,248.05,0
Chip13,C13I2,19.05931530774388,233.25,1
Chip13,C13I3,18.49155212522735,226.05,1
Chip13,C13I4,18.117877911057903,221.25,1
Chip13,C13I5,17.727309440521424,217.15,1
Chip13,C13I6,17.31004043900533,212.55,1
Chip13,C13I7,17.01815207359483,207.14999999999998,1
Chip13,C13I8,16.617385474255574,202.45,1
Chip13,C13I9,18.225188613564473,222.25000000000003,1
Chip13,C13I10,19.613197087675427,240.65,1
Chip13,C13I11,19.432704392338184,237.1,1
Chip13,C13I12,19.1988931972653,234.65000000000003,1
Chip13,C13I13,19.144646771356207,232.55,1
Chip13,C13I14,18.946701559902188,230.05,1
Chip13,C13I15,18.676656553034324,227.15,1
Chip13,C13I16,18.496486152780477,224.4,1
Chip13,C13I17,19.281856757065693,236.70000000000002,1
Chip13,C13I18,18.7187072203184,228.5,1
Chip13,C13I19,17.799929775142378,220.54999999999998,1
Chip13,C13I20,17.454440695708357,213.25000000000003,1
Chip13,C13I21,16.74992537296809,204.79999999999998,1
Chip13,C13I22,16.195601254661717,197.64999999999998,1
Chip13,C13I23,15.547025438970634,190.30000000000004,1
Chip13,C13I24,34.27269321194352,198.45000000000002,1
Chip13,C13I25,20.393136100168604,248.20000000000002,0
Chip14,C14I1,16.958699832239496,215.04999999999998,0
Chip14,C14I2,15.719971374019744,201.45000000000002,1
Chip14,C14I3,15.253770025800181,194.95,1
Chip14,C14I4,14.926486525636236,190.79999999999998,1
Chip14,C14I5,14.602739469017447,187.0,1
Chip14,C14I6,14.283907028540897,182.89999999999998,1
Chip14,C14I7,14.036737512684347,178.10000000000002,1
Chip14,C14I8,13.671046046297995,173.95,1
Chip14,C14I9,14.955851697579782,191.85,1
Chip14,C14I10,16.37307240562993,208.25,1
Chip14,C14I11,16.085941066658172,205.05,1
Chip14,C14I12,15.964883338126842,203.05,1
Chip14,C14I13,15.773316074941249,200.95000000000002,1
Chip14,C14I14,15.612094670479037,198.85,1
Chip14,C14I15,15.472475561460739,196.25,1
Chip14,C14I16,15.202631351183914,193.8,1
Chip14,C14I17,16.081588851851677,204.75,1
Chip14,C14I18,15.47247556146075,197.45000000000002,1
Chip14,C14I19,15.045265035884219,190.59999999999997,1
Chip14,C14I20,14.406942770761605,183.8,1
Chip14,C14I21,13.861818062577509,176.3,1
Chip14,C14I22,13.386467046984432,169.75,1
Chip14,C14I23,12.799609369039352,163.29999999999998,1
Chip14,C14I24,12.919365309487924,162.90000000000003,1
Chip14,C14I25,16.953391990985168,215.15,0
Chip15,C15I1,19.043568468120668,232.85,0
Chip15,C15I2,17.84537755274458,218.45,1
Chip15,C15I3,17.255651248214303,211.45000000000002,1
Chip15,C15I4,16.882461313445972,206.74999999999997,1
Chip15,C15I5,16.57339735841749,202.64999999999998,1
Chip15,C15I6,16.22682963489788,198.29999999999998,1
Chip15,C15I7,15.870018903580421,193.15,1
Chip15,C15I8,15.444011784507289,188.64999999999998,1
Chip15,C15I9,17.017344093600503,207.9,1
Chip15,C15I10,18.478095139921752,225.79999999999998,1
Chip15,C15I11,18.150482087261484,222.2,1
Chip15,C15I12,18.07429113409431,220.0,1
Chip15,C15I13,17.860291151042304,217.70000000000002,1
Chip15,C15I14,17.713201291692023,215.45,1
Chip15,C15I15,17.35965149419769,212.65,1
Chip15,C15I16,17.17789276948718,209.99999999999997,1
Chip15,C15I17,18.14931128169882,221.75,1
Chip15,C15I18,17.394754956595385,213.55,1
Chip15,C15I19,16.85200284832637,205.9,1
Chip15,C15I20,16.2505384526175,198.4,1
Chip15,C15I21,15.494434484678687,190.15,1
Chip15,C15I22,14.895301272549004,182.9,1
Chip15,C15I23,14.44913492220209,176.05,1
Chip15,C15I24,14.586209240237853,175.85000000000002,1
Chip15,C15I25,18.954616851838498,233.05,0
Chip16,C16I1,17.839772980618335,218.85,0
Chip16,C16I2,16.76596254320043,205.15,1
Chip16,C16I3,16.243075447710016,198.64999999999998,1
Chip16,C16I4,15.92286092384155,194.35,1
Chip16,C16I5,15.558839931048844,190.65,1
Chip16,C16I6,15.235484895466897,186.4,1
Chip16,C16I7,14.872793954062566,181.6,1
Chip16,C16I8,14.564254186191611,177.45,1
Chip16,C16I9,16.060432746349022,195.55,1
Chip16,C16I10,17.318126342072922,212.14999999999998,1
Chip16,C16I11,17.1461365910808,208.7,1
Chip16,C16I12,16.915082027587097,206.60000000000002,1
Chip16,C16I13,16.766633532107747,204.6,1
Chip16,C16I14,16.601731837371666,202.45,1
Chip16,C16I15,16.35168187068229,199.95,1
Chip16,C16I16,16.15147052128691,197.50000000000003,1
Chip16,C16I17,17.08069085253872,208.50000000000003,1
Chip16,C16I18,16.39969511911731,201.1,1
Chip16,C16I19,15.921055241409098,194.20000000000002,1
Chip16,C16I20,15.318534525208346,187.25,1
Chip16,C16I21,14.655289147608107,179.54999999999998,1
Chip16,C16I22,14.327508506366346,173.04999999999998,1
Chip16,C16I23,13.692242329143903,166.54999999999998,1
Chip16,C16I24,13.885874117245914,165.95,1
Chip16,C16I25,17.879317660358296,218.9,0
Chip17,C17I1,17.89126882029332,227.64999999999998,0
Chip17,C17I2,16.637307474468336,213.60000000000002,1
Chip17,C17I3,16.180157601210194,206.65000000000003,1
Chip17,C17I4,15.74928569808802,202.20000000000002,1
Chip17,C17I5,15.349185646150744,198.25,1
Chip17,C17I6,15.0771350063598,194.0,1
Chip17,C17I7,14.706121174531368,188.89999999999998,1
Chip17,C17I8,14.263151825595918,184.54999999999998,1
Chip17,C17I9,15.859933795574312,203.25,1
Chip17,C17I10,17.296748249309758,220.85000000000002,1
Chip17,C17I11,17.052565789346772,217.3,1
Chip17,C17I12,16.813982276664863,215.1,1
Chip17,C17I13,16.70381692907343,212.85,1
Chip17,C17I14,16.53594569415369,210.65,1
Chip17,C17I15,16.30705368851161,208.0,1
Chip17,C17I16,16.04618334682737,205.2,1
Chip17,C17I17,16.95877354056006,216.99999999999997,1
Chip17,C17I18,16.300230059726147,209.14999999999998,1
Chip17,C17I19,15.59863776103542,201.35,1
Chip17,C17I20,15.137949002424342,194.55,1
Chip17,C17I21,14.491376746189434,186.4,1
Chip17,C17I22,13.94991039397744,179.6,1
Chip17,C17I23,13.532830450426841,172.85,1
Chip17,C17I24,15.397402378323427,173.6,1
Chip17,C17I25,17.80449381476485,227.8,0
Chip18,C18I1,17.195857059187254,216.45,0
Chip18,C18I2,16.09440896709165,202.29999999999998,1
Chip18,C18I3,15.466091943344965,195.6,1
Chip18,C18I4,15.161052074311991,191.15000000000003,1
Chip18,C18I5,14.828351223247985,187.39999999999998,1
Chip18,C18I6,14.485078529300425,183.15000000000003,1
Chip18,C18I7,14.099645385611657,178.2,1
Chip18,C18I8,13.863531296174152,173.85000000000002,1
Chip18,C18I9,15.33810614124182,192.34999999999997,1
Chip18,C18I10,16.64692163734785,209.4,1
Chip18,C18I11,16.414627622946554,206.0,1
Chip18,C18I12,16.185178404948157,203.80000000000004,1
Chip18,C18I13,16.006170685082676,201.85,1
Chip18,C18I14,15.863716462418257,199.54999999999998,1
Chip18,C18I15,15.584527583472013,196.95000000000002,1
Chip18,C18I16,15.458897114606852,194.45,1
Chip18,C18I17,16.363373735266215,205.79999999999998,1
Chip18,C18I18,15.782822941413238,198.35,1
Chip18,C18I19,15.252458818170924,191.45000000000005,1
Chip18,C18I20,14.592378147512486,184.45,1
Chip18,C18I21,13.956718812099066,176.70000000000002,1
Chip18,C18I22,13.584458031147213,170.05,1
Chip18,C18I23,13.118593674628393,163.55,1
Chip18,C18I24,13.226394066411302,163.25,1
Chip18,C18I25,17.22316753678022,216.54999999999998,0
Chip19,C19I1,17.285543092422635,214.3,0
Chip19,C19I2,16.237918585828663,200.3,1
Chip19,C19I3,15.700875771752356,193.85,1
Chip19,C19I4,15.257702972597151,189.45000000000002,1
Chip19,C19I5,14.976982339576955,185.7,1
Chip19,C19I6,14.55987637310152,181.3,1
Chip19,C19I7,14.318432176743377,176.85,1
Chip19,C19I8,14.038429399330965,172.55,1
Chip19,C19I9,15.342424840943494,190.7,1
Chip19,C19I10,16.911460611076734,207.35,1
Chip19,C19I11,16.54743182490866,204.05,1
Chip19,C19I12,16.322300695674,201.94999999999996,1
Chip19,C19I13,16.19745350356036,199.85000000000002,1
Chip19,C19I14,16.019909487884135,197.75,1
Chip19,C19I15,15.847318385140115,195.25,1
Chip19,C19I16,15.649600633881999,192.7,1
Chip19,C19I17,16.4048773235279,203.79999999999998,1
Chip19,C19I18,15.844162963059928,196.55,1
Chip19,C19I19,15.30220572335897,189.74999999999997,1
Chip19,C19I20,14.708840878872815,182.89999999999998,1
Chip19,C19I21,14.213989587726592,175.35000000000002,1
Chip19,C19I22,13.757543385357721,168.89999999999998,1
Chip19,C19I23,13.264143394882309,162.45000000000002,1
Chip19,C19I24,13.337166115783367,162.2,1
Chip19,C19I25,17.22955309925362,214.45,0
Chip20,C20I1,16.810413439294106,215.1,0
Chip20,C20I2,15.594550330163418,201.29999999999998,1
Chip20,C20I3,15.14785463357766,194.75,1
Chip20,C20I4,14.759403781996074,190.39999999999998,1
Chip20,C20I5,14.463747785411632,186.6,1
Chip20,C20I6,14.12940196894405,182.40000000000003,1
Chip20,C20I7,13.87479729581661,177.7,1
Chip20,C20I8,13.503980894536246,173.45000000000002,1
Chip20,C20I9,14.979652866471904,191.5,1
Chip20,C20I10,16.169106345126195,208.2,1
Chip20,C20I11,15.816131006033048,204.9,1
Chip20,C20I12,15.711142542794267,202.79999999999998,1
Chip20,C20I13,15.678010077812806,200.79999999999998,1
Chip20,C20I14,15.307432835064144,198.55,1
Chip20,C20I15,15.271869564660381,196.1,1
Chip20,C20I16,15.057224179774966,193.6,1
Chip20,C20I17,15.94106332714352,204.65,1
Chip20,C20I18,15.307432835064148,197.35,1
Chip20,C20I19,14.743133995185694,190.39999999999998,1
Chip20,C20I20,14.267445461609444,183.6,1
Chip20,C20I21,13.757089081633515,176.04999999999995,1
Chip20,C20I22,13.325164164091941,169.4,1
Chip20,C20I23,12.760877712759422,163.0,1
Chip20,C20I24,12.851361795545253,162.55,1
Chip20,C20I25,16.7236359682935,215.2,0
Chip21,C21I1,16.50628668114061,214.85,0
Chip21,C21I2,15.298937871630173,201.24999999999997,1
Chip21,C21I3,14.910399055692634,195.00000000000003,1
Chip21,C21I4,14.628653389837352,190.65,1
Chip21,C21I5,14.164656720160922,186.95000000000002,1
Chip21,C21I6,13.867588110410546,183.1,1
Chip21,C21I7,13.582341477079714,178.4,1
Chip21,C21I8,13.258864958962356,174.15,1
Chip21,C21I9,14.680514296168235,191.84999999999997,1
Chip21,C21I10,15.847318385140115,208.05,1
Chip21,C21I11,15.664529996140967,204.85000000000002,1
Chip21,C21I12,15.474414366947785,202.85000000000002,1
Chip21,C21I13,15.26294532519854,200.95,1
Chip21,C21I14,15.136710342739597,198.8,1
Chip21,C21I15,15.088986049433544,196.25,1
Chip21,C21I16,14.910399055692643,193.79999999999998,1
Chip21,C21I17,15.611454128299517,204.55,1
Chip21,C21I18,15.086417732516887,197.4,1
Chip21,C21I19,14.56948866638771,190.49999999999997,1
Chip21,C21I20,13.948387003521232,183.75000000000003,1
Chip21,C21I21,13.459569086712989,176.39999999999998,1
Chip21,C21I22,13.033706303273831,169.85000000000002,1
Chip21,C21I23,12.48198702130394,163.4,1
Chip21,C21I24,12.56781603939205,162.9,1
Chip21,C21I25,16.364519546873353,214.95000000000002,0
Chip22,C22I1,17.227884373886425,212.8,0
Chip22,C22I2,15.927884354175857,198.74999999999997,1
Chip22,C22I3,15.58324420651875,192.25000000000003,1
Chip22,C22I4,15.050498330620151,187.85000000000002,1
Chip22,C22I5,14.759319089985146,184.15,1
Chip22,C22I6,14.518953130305233,180.00000000000003,1
Chip22,C22I7,14.206248625164907,175.25000000000003,1
Chip22,C22I8,13.935476310481816,170.95,1
Chip22,C22I9,15.221612923734465,189.15,1
Chip22,C22I10,16.565928890345994,205.70000000000002,1
Chip22,C22I11,16.325976234210312,202.35,1
Chip22,C22I12,16.230757838129428,200.25,1
Chip22,C22I13,16.072336482291547,198.20000000000002,1
Chip22,C22I14,15.707004806773314,196.10000000000002,1
Chip22,C22I15,15.721005056929405,193.50000000000003,1
Chip22,C22I16,15.428544973522289,191.2,1
Chip22,C22I17,16.332789106579437,202.2,1
Chip22,C22I18,15.728874721352446,194.95000000000002,1
Chip22,C22I19,15.147276983009188,187.99999999999997,1
Chip22,C22I20,14.611553647713167,181.15,1
Chip22,C22I21,14.122322755127781,173.6,1
